word,pyleetspeak,minedLeet,BestMatches,correct
syllabuses,syllab_s3s,['syllab_s3s'],syllabAsEs,no
bjh,bjh,[],,
papules,p4p_l3s,['p4p_l3s'],pApAlEs,no
triglav,tr1gl4v,['tr1gl4v'],trIglAv,yes
keech,k33ch,['k33ch'],kETch,no
oql,oql,[],,
canzone,canz0n3,['canz0n3'],canzOnE,yes
opulation,0p_l4ti0n,['0p_l4ti0n'],OpAlAtiOn,no
unsuspecting,_ns_sp3ct1ng,['_ns_sp3ct1ng'],AnsAspEctIng,no
chankast,ch@nk4st,['ch@nk4st'],chAnkAst,yes
flstc,flstc,[],,
sagittarius,s@gitt4ri_s,['s@gitt4ri_s'],sAgittAriAs,no
bittle,b1ttl3,['b1ttl3'],bAttlE,no
videoes,v1d303s,['v1d303s'],vIdEOEs,yes
stasiak,st4s14k,['st4s14k'],stAsIAk,yes
cytomel,cyt0m3l,['cyt0m3l'],cytOmEl,yes
gissin,g1ss1n,['g1ss1n'],gIssIn,yes
haftorah,h@ft0r@h,['h@ft0r@h'],hAftOrAh,yes
kittycat,k1ttyc@t,['k1ttyc@t'],kIttycAt,yes
polynomials,p0lyn0m1@ls,['p0lyn0m1@ls'],pOlynOmIAls,yes
punishments,pun1shments,['pun1shments'],punIshments,yes
simplyforums,s1mplyf0r_ms,['s1mplyf0r_ms'],sImplyfOrAms,no
ptrattribute,ptrattr1b_t3,['ptrattr1b_t3'],ptrattrIbAtE,no
uplink,_pl1nk,['_pl1nk'],UplInk,yes
thuile,th_1l3,['th_1l3'],thAIlE,no
gamedaily,g4m3d41ly,['g4m3d41ly'],gAmEdAIly,yes
deadeye,de4d3y3,['de4d3y3'],deAdEyE,yes
targeted,targ3t3d,['targ3t3d'],targEtEd,yes
rolette,rol3tt3,['rol3tt3'],rolEttE,yes
mimedefang,m1m3d3f@ng,['m1m3d3f@ng'],mImEdEfAng,yes
avec,av3c,['av3c'],avEc,yes
hiller,h1ll3r,['h1ll3r'],hOllEr,no
orab,0r@b,['0r@b'],ArAb,no
attrvalue,@ttrv4l_3,['@ttrv4l_3'],AttrvAlAE,no
neels,n33ls,['n33ls'],nails,no
whinging,wh1ng1ng,['wh1ng1ng'],whinging,yes
navyn,navyn,[],,
computicket,c0mp_t1ck3t,['c0mp_t1ck3t'],cOmpAtIckEt,no
shoichi,sh0ichi,['sh0ichi'],chichi,no
jadu,j@d_,['j@d_'],jAdE,no
estro,3str0,['3str0'],AstrO,no
syr,syr,[],,
plyometrics,ply0m3tr1cs,['ply0m3tr1cs'],plyOmEtrIcs,yes
tiplady,t1pl4dy,['t1pl4dy'],tIplAdy,yes
beastyality,b3astyality,['b3astyality'],bEastyality,yes
interactions,1nt3r4ct10ns,['1nt3r4ct10ns'],IntErActIOns,yes
medc,medc,[],,
teachout,t3@ch0ut,['t3@ch0ut'],tEAchOut,yes
arenot,@r3n0t,['@r3n0t'],ArEnOt,yes
whnt,whnt,[],,
virbhadra,v1rbhadra,['v1rbhadra'],vIrbhadra,yes
biggera,bigg3r@,['bigg3r@'],bigger,no
eplerenone,3pl3ren0n3,['3pl3ren0n3'],EplErenOnE,yes
hud,h_d,['h_d'],hAd,no
alkylation,4lkyl@t10n,['4lkyl@t10n'],AlkylAtIOn,yes
parrot,p4rr0t,['p4rr0t'],pArrOt,yes
rocawear,roc@w3@r,['roc@w3@r'],rocAwEAr,yes
topdownloads,t0pdownl04ds,['t0pdownl04ds'],tOpdownlOAds,yes
yggdrasil,yggdr4s1l,['yggdr4s1l'],yggdrAsIl,yes
spaziale,sp4z1@le,['sp4z1@le'],spAzIAle,yes
marsteller,marst3ll3r,['marst3ll3r'],marstEllEr,yes
dinotopia,d1n0t0p1@,['d1n0t0p1@'],dInOtOpIA,yes
elections,3l3ct10ns,['3l3ct10ns'],ElEctIOns,yes
hydrated,hydr@ted,['hydr@ted'],hydrAted,yes
haseena,h@s33n4,['h@s33n4'],hAsEEnA,yes
zofran,z0fr4n,['z0fr4n'],zOfrAn,yes
unearthing,_n3@rth1ng,['_n3@rth1ng'],AnEArthIng,no
llandrillo,ll4ndr1ll0,['ll4ndr1ll0'],llAndrIllO,yes
uusimaa,__s1m4@,['__s1m4@'],AAsImAA,no
patterico,p4tt3r1c0,['p4tt3r1c0'],pAttErIcO,yes
cedia,ced1@,['ced1@'],cedar,no
dara,d@r@,['d@r@'],dArA,yes
kimmeridge,k1mmer1dge,['k1mmer1dge'],kImmerIdge,yes
sharpe,sh4rp3,['sh4rp3'],shArpE,yes
robohelp,r0b0h3lp,['r0b0h3lp'],rObOhElp,yes
lactations,l4ct@t10ns,['l4ct@t10ns'],lActAtIOns,yes
creampiesmen,cr34mp1esm3n,['cr34mp1esm3n'],crEAmpIesmEn,yes
tribbles,tr1bbl3s,['tr1bbl3s'],tribbles,yes
scandale,scandale,[],,
appal,@pp@l,['@pp@l'],appal,yes
livingchoices,liv1ngch01c3s,['liv1ngch01c3s'],livIngchOIcEs,yes
zangwill,z4ngw1ll,['z4ngw1ll'],zAngwIll,yes
pincer,p1nc3r,['p1nc3r'],pincer,yes
sxeseis,sx3s31s,['sx3s31s'],sxEsEIs,yes
lyapunov,ly4p_n0v,['ly4p_n0v'],lyApAnOv,no
delin,del1n,['del1n'],deli,no
beeen,b33en,['b33en'],been,no
aronia,@ron1@,['@ron1@'],AronIA,yes
subtractions,s_btr@ct10ns,['s_btr@ct10ns'],sAbtrActIOns,no
enerjy,enerjy,[],,
coppock,c0pp0ck,['c0pp0ck'],cOppOck,yes
collex,c0ll3x,['c0ll3x'],cOllEx,yes
hartwell,hartw3ll,['hartw3ll'],hartwEll,yes
herod,her0d,['her0d'],herOd,yes
zico,z1c0,['z1c0'],zAcH,no
schwarzenbach,schw@rz3nb@ch,['schw@rz3nb@ch'],schwArzEnbAch,yes
exenatide,ex3nat1d3,['ex3nat1d3'],exEnatIdE,yes
acampora,ac@mpor@,['ac@mpor@'],acAmporA,yes
misalignments,misalignments,[],,
skiles,skil3s,['skil3s'],skilLs,no
restyle,r3styl3,['r3styl3'],rEstylE,yes
medemblik,medembl1k,['medembl1k'],medemblIk,yes
gorme,g0rm3,['g0rm3'],gErmS,no
catman,catman,[],,
kurama,kur@m@,['kur@m@'],kurAmA,yes
fittest,f1tt3st,['f1tt3st'],fIttEst,yes
descender,desc3nd3r,['desc3nd3r'],descEndEr,yes
leto,l3t0,['l3t0'],let,no
saguenay,s4g_3n4y,['s4g_3n4y'],sAgAEnAy,no
fdsl,fdsl,[],,
quikbook,q_1kb00k,['q_1kb00k'],qAIkbOOk,no
shabana,shabana,[],,
debo,d3bo,['d3bo'],dabo,no
rockne,r0ckn3,['r0ckn3'],rOcknE,yes
techenclave,t3ch3ncl4ve,['t3ch3ncl4ve'],tEchEnclAve,yes
artsakh,4rts@kh,['4rts@kh'],ArtsAkh,yes
thinners,th1nn3rs,['th1nn3rs'],thInnErs,yes
fonedecor,fon3d3cor,['fon3d3cor'],fonEdEcor,yes
groundmass,gr0undm@ss,['gr0undm@ss'],grOundmAss,yes
devens,d3v3ns,['d3v3ns'],dEvEns,yes
slumming,sl_mm1ng,['sl_mm1ng'],slAmmIng,no
flightless,fl1ghtl3ss,['fl1ghtl3ss'],flightless,yes
tomogr,tomogr,[],,
frmr,frmr,[],,
objfile,0bjf1l3,['0bjf1l3'],ObjfIlE,yes
sheps,sh3ps,['sh3ps'],shOps,no
vao,v40,['v40'],van,no
overtook,ov3rtook,['ov3rtook'],ovErtook,yes
bacteraemia,b4ct3r43m1a,['b4ct3r43m1a'],bActErAEmIa,yes
conrath,c0nrath,['c0nrath'],cOnrath,yes
pitting,pitting,[],,
liteortica,lit30rtic@,['lit30rtic@'],litEOrticA,yes
hamburg,h@mb_rg,['h@mb_rg'],hAmbUrg,yes
mecanica,m3c4n1c@,['m3c4n1c@'],mEcAnIcA,yes
clarks,cl4rks,['cl4rks'],clErks,no
emerich,3m3r1ch,['3m3r1ch'],EmErIch,yes
farmhouses,f@rmh0_s3s,['f@rmh0_s3s'],fArmhOAsEs,no
sugarcreek,s_g@rcr33k,['s_g@rcr33k'],sAgArcrEEk,no
rumbo,r_mb0,['r_mb0'],rAmbO,no
flambeau,fl4mb34_,['fl4mb34_'],flAmbEAA,no
stoddard,st0dd@rd,['st0dd@rd'],stOddArd,yes
clocks,cl0cks,['cl0cks'],clOcks,yes
seekmedia,se3km3d1@,['se3km3d1@'],seEkmEdIA,yes
lapsing,l@ps1ng,['l@ps1ng'],lApsIng,yes
herons,h3r0ns,['h3r0ns'],hErOns,yes
lakh,l@kh,['l@kh'],lAkh,yes
oogle,00gle,['00gle'],angle,no
pacman,p4cm4n,['p4cm4n'],pAcmAn,yes
tapan,t@p4n,['t@p4n'],tApAn,yes
tompkinsville,t0mpk1nsv1ll3,['t0mpk1nsv1ll3'],tOmpkInsvIllE,yes
baches,b4ch3s,['b4ch3s'],bAchEs,yes
mayo,may0,['may0'],mayO,yes
adba,@db@,['@db@'],AdbA,yes
angew,@ngew,['@ngew'],angel,no
reihenfolge,re1h3nf0lg3,['re1h3nf0lg3'],reIhEnfOlgE,yes
mittel,m1tt3l,['m1tt3l'],mIttEl,yes
weddinb,w3dd1nb,['w3dd1nb'],wEddInb,yes
recogniz,r3c0gn1z,['r3c0gn1z'],rEcOgnIz,yes
kibitzing,k1b1tzing,['k1b1tzing'],kIbItzing,yes
dhimmi,dhimmi,[],,
proplus,propl_s,['propl_s'],peoples,no
konan,k0n@n,['k0n@n'],kann,no
homogenates,h0m0g3n@t3s,['h0m0g3n@t3s'],hOmOgEnAtEs,yes
unequalled,_neq_4lled,['_neq_4lled'],AneqAAlled,no
vlb,vlb,[],,
wentworth,w3ntw0rth,['w3ntw0rth'],wEntwOrth,yes
morrill,m0rr1ll,['m0rr1ll'],mOrrIll,yes
arunachal,4r_n4chal,['4r_n4chal'],ArAnAchal,no
thrillers,thr1ll3rs,['thr1ll3rs'],thrIllErs,yes
modeller,m0d3ll3r,['m0d3ll3r'],mOdEllEr,yes
bodypart,b0dypart,['b0dypart'],bOdypart,yes
bei,be1,['be1'],beI,yes
hecklers,h3ckl3rs,['h3ckl3rs'],hecklers,yes
necklaces,n3ckl4c3s,['n3ckl4c3s'],nEcklAcEs,yes
tonga,t0ng@,['t0ng@'],tOngA,yes
thilo,th1l0,['th1l0'],thals,no
badalona,badal0na,['badal0na'],badalOna,yes
vstream,vstr3am,['vstr3am'],stream,no
duhart,d_h@rt,['d_h@rt'],dAhArt,no
annunciator,4nn_nc14tor,['4nn_nc14tor'],AnnAncIAtor,no
faking,f@k1ng,['f@k1ng'],fAkIng,yes
postlewaite,p0stlewa1te,['p0stlewa1te'],pOstlewaIte,yes
ayurved,ayurv3d,['ayurv3d'],ayurvEd,yes
wftd,wftd,[],,
manna,m@nn@,['m@nn@'],mAnnA,yes
sulfisoxazole,s_lf1sox4zol3,['s_lf1sox4zol3'],sAlfIsoxAzolE,no
wwoz,ww0z,['ww0z'],whiz,no
tidying,t1dy1ng,['t1dy1ng'],tIdyIng,yes
resales,r3sal3s,['r3sal3s'],rEsalEs,yes
naturopathy,naturopathy,[],,
picaso,p1c4s0,['p1c4s0'],pIcAsO,yes
melchert,m3lch3rt,['m3lch3rt'],mElchErt,yes
rrv,rrv,[],,
surrogates,s_rrog@t3s,['s_rrog@t3s'],sArrogAtEs,no
rettberg,r3ttb3rg,['r3ttb3rg'],rEttbErg,yes
twidth,tw1dth,['tw1dth'],width,no
hafeez,h@f33z,['h@f33z'],hAfEEz,yes
sedimentary,sed1ment4ry,['sed1ment4ry'],sedImentAry,yes
santanu,s4nt4n_,['s4nt4n_'],sAntAnA,no
parsed,p4rs3d,['p4rs3d'],pursed,no
caffes,c4ffes,['c4ffes'],coffee,no
coke,cok3,['cok3'],cokE,yes
barnaby,b@rn@by,['b@rn@by'],bArnAby,yes
candyfloss,c4ndyfl0ss,['c4ndyfl0ss'],candyfloss,yes
controlsecurity,c0ntr0lsecur1ty,['c0ntr0lsecur1ty'],cOntrOlsecurIty,yes
xpr,xpr,[],,
audiobusiness,@_diob_sin3ss,['@_diob_sin3ss'],AAdiobAsinEss,no
kalinin,k@l1n1n,['k@l1n1n'],kAlInIn,yes
targed,targ3d,['targ3d'],target,no
nomatch,n0m4tch,['n0m4tch'],nOmAtch,yes
sturt,st_rt,['st_rt'],stArt,no
fallaci,f4ll@c1,['f4ll@c1'],fAllAcI,yes
checkout,ch3ck0_t,['ch3ck0_t'],chEckOAt,no
smartlink,smartl1nk,['smartl1nk'],smartlInk,yes
unpromising,unpr0m1s1ng,['unpr0m1s1ng'],unprOmIsIng,yes
bete,bete,[],,
ongava,0ng4v@,['0ng4v@'],OngAvA,yes
quell,q_ell,['q_ell'],qUell,yes
yuka,y_k@,['y_k@'],yOkE,no
processingflag,proc3ssingfl4g,['proc3ssingfl4g'],procEssingflAg,yes
simslotscom,s1msl0tsc0m,['s1msl0tsc0m'],sImslOtscOm,yes
torsney,t0rsn3y,['t0rsn3y'],tOrsnEy,yes
masticatory,m4st1c4tory,['m4st1c4tory'],mAstIcAtory,yes
mobil,m0b1l,['m0b1l'],mObIl,yes
onduct,ond_ct,['ond_ct'],indict,no
tulane,t_l4n3,['t_l4n3'],tAlAnE,no
thermal,th3rm@l,['th3rm@l'],thErmAl,yes
combination,c0mbin4ti0n,['c0mbin4ti0n'],cOmbinAtiOn,yes
disapproves,d1s@ppr0v3s,['d1s@ppr0v3s'],dIsApprOvEs,yes
maha,m4h4,['m4h4'],mAhI,no
dorsett,d0rs3tt,['d0rs3tt'],dOrsEtt,yes
droege,dr03g3,['dr03g3'],drOEgE,yes
carril,c@rr1l,['c@rr1l'],cOrrAl,no
kedit,k3d1t,['k3d1t'],kEdIt,yes
doze,d0z3,['d0z3'],dOzE,yes
otp,0tp,['0tp'],top,no
jpfo,jpf0,['jpf0'],jefe,no
exas,3x4s,['3x4s'],ExEs,no
suggestively,s_gg3st1v3ly,['s_gg3st1v3ly'],sAggEstIvEly,no
ashro,ashr0,['ashr0'],astro,no
passions,p@ss10ns,['p@ss10ns'],pAssIOns,yes
feenstra,f33nstr@,['f33nstr@'],fEEnstrA,yes
inevitability,in3v1tab1l1ty,['in3v1tab1l1ty'],inEvItabIlIty,yes
caos,c@0s,['c@0s'],cars,no
natio,n4t1o,['n4t1o'],nItRo,no
dickie,d1ck13,['d1ck13'],dIckIE,yes
exactset,3x4cts3t,['3x4cts3t'],ExActsEt,yes
ashiya,@sh1y@,['@sh1y@'],AshIyA,yes
trucluster,tr_cl_st3r,['tr_cl_st3r'],trAclAstEr,no
aliso,al1s0,['al1s0'],also,no
ottaway,ott@w@y,['ott@w@y'],ottAwAy,yes
darrah,d@rr4h,['d@rr4h'],dArrAh,yes
amberella,4mberell@,['4mberell@'],AmberellA,yes
naccrra,naccrra,[],,
smrt,smrt,[],,
htp,htp,[],,
infecciones,1nf3cc10n3s,['1nf3cc10n3s'],InfEccIOnEs,yes
toast,t04st,['t04st'],tOAst,yes
lutetia,l_t3t14,['l_t3t14'],lAtEtIA,no
viewmaster,v13wm@st3r,['v13wm@st3r'],vIEwmAstEr,yes
afzal,@fz@l,['@fz@l'],AfzAl,yes
winstone,w1nston3,['w1nston3'],winston,no
prepolymer,prepolymer,[],,
redbank,r3db@nk,['r3db@nk'],rEdbAnk,yes
brda,brd@,['brd@'],bra,no
noblecom,n0bl3c0m,['n0bl3c0m'],nOblEcOm,yes
ornamental,0rn4m3nt@l,['0rn4m3nt@l'],OrnAmEntAl,yes
obadiah,ob@d14h,['ob@d14h'],obAdIAh,yes
lpsc,lpsc,[],,
rpn,rpn,[],,
adaptiveness,@d4pt1v3n3ss,['@d4pt1v3n3ss'],AdAptIvEnEss,yes
seifa,s31f@,['s31f@'],sEIfA,yes
artsopolis,4rts0p0l1s,['4rts0p0l1s'],ArtsOpOlIs,yes
voogle,v00gl3,['v00gl3'],vOOglE,yes
kursus,k_rs_s,['k_rs_s'],kArsAs,no
experimented,exp3r1m3nt3d,['exp3r1m3nt3d'],expErImEntEd,yes
mindset,m1nds3t,['m1nds3t'],mIndsEt,yes
etories,3t0ri3s,['3t0ri3s'],EtOriEs,yes
kumalo,k_m4l0,['k_m4l0'],kAmAlO,no
sofield,s0f13ld,['s0f13ld'],sOfIEld,yes
bip,bip,[],,
edenbridge,edenbr1dge,['edenbr1dge'],edenbrIdge,yes
tality,t4l1ty,['t4l1ty'],tAlIty,yes
miano,m1@n0,['m1@n0'],mIAnO,yes
downloadcom,d0wnl0adcom,['d0wnl0adcom'],dOwnlOadcom,yes
yliopiston,yl10p1st0n,['yl10p1st0n'],ylIOpIstOn,yes
aamft,@@mft,['@@mft'],AAmft,yes
accurately,4cc_r4t3ly,['4cc_r4t3ly'],AccArAtEly,no
differentiald,d1ff3r3nt14ld,['d1ff3r3nt14ld'],dIffErEntIAld,yes
kppp,kppp,[],,
empezar,3mp3z@r,['3mp3z@r'],EmpEzAr,yes
mindo,m1nd0,['m1nd0'],mind,no
frizzle,fr1zzl3,['fr1zzl3'],frizzly,no
cowboy,c0wb0y,['c0wb0y'],cOwbOy,yes
bolinger,b0l1ng3r,['b0l1ng3r'],bOlIngEr,yes
elasto,el4st0,['el4st0'],elAstO,yes
ludoviciana,lud0v1c1@n4,['lud0v1c1@n4'],ludOvIcIAnA,yes
brooded,br00d3d,['br00d3d'],brOOdEd,yes
schlichting,schl1cht1ng,['schl1cht1ng'],schlIchtIng,yes
indemnitee,indemnitee,[],,
chance,chanc3,['chanc3'],chancE,yes
crudes,cr_d3s,['cr_d3s'],creds,no
hatten,hatten,[],,
arau,ara_,['ara_'],araM,no
titian,t1t1@n,['t1t1@n'],tItIAn,yes
morgtage,m0rgt@ge,['m0rgt@ge'],mOrgtAge,yes
archaeoastronomy,4rch4eoastr0n0my,[],,
backscattered,b@cksc@tt3r3d,['b@cksc@tt3r3d'],bAckscAttErEd,yes
regulatory,r3g_l4tory,['r3g_l4tory'],rEgAlAtory,no
marlin,m4rl1n,['m4rl1n'],mArlIn,yes
linguae,l1ng_4e,['l1ng_4e'],lIngAAe,no
congratulated,c0ngr@t_l4t3d,['c0ngr@t_l4t3d'],cOngrAtAlAtEd,no
aintenance,41nt3n@nc3,['41nt3n@nc3'],AIntEnAncE,yes
eikemeier,31k3me13r,['31k3me13r'],EIkEmeIEr,yes
peludo,p3lud0,['p3lud0'],pEludO,yes
intrinsic,1ntrins1c,['1ntrins1c'],IntrinsIc,yes
uniramia,_n1r4m1@,['_n1r4m1@'],AnIrAmIA,no
getval,g3tv4l,['g3tv4l'],gEtvAl,yes
vorbshop,v0rbsh0p,['v0rbsh0p'],vOrbshOp,yes
kapo,k4p0,['k4p0'],kEpT,no
beastialitg,be4st1@l1tg,['be4st1@l1tg'],beAstIAlItg,yes
yparxei,yp4rx31,['yp4rx31'],ypArxEI,yes
bealls,b3alls,['b3alls'],balls,no
rarotongan,r@r0t0ng4n,['r@r0t0ng4n'],rArOtOngAn,yes
nfcb,nfcb,[],,
sedro,s3dr0,['s3dr0'],sEdrO,yes
winscombe,w1nsc0mb3,['w1nsc0mb3'],wInscOmbE,yes
europee,3_rop3e,['3_rop3e'],EAropEe,no
bauerle,b@_3rl3,['b@_3rl3'],bAAErlE,no
bigbad,bigb@d,['bigb@d'],bigbAd,yes
titov,t1t0v,['t1t0v'],tItOv,yes
pasport,p4sp0rt,['p4sp0rt'],pAspOrt,yes
cyhoeddwyd,cyh03ddwyd,['cyh03ddwyd'],cyhOEddwyd,yes
yacs,y4cs,['y4cs'],yams,no
colet,c0l3t,['c0l3t'],cult,no
bioworld,b10w0rld,['b10w0rld'],bIOwOrld,yes
ovno,0vn0,['0vn0'],OvnO,yes
wallner,w@llner,['w@llner'],waller,no
cetacea,c3tac3a,['c3tac3a'],cEtacEa,yes
permira,p3rm1r4,['p3rm1r4'],pErmIrA,yes
carousel,c4r0_s3l,['c4r0_s3l'],cArOAsEl,no
adopts,@dopts,['@dopts'],Adopts,yes
stezenbach,st3z3nbach,['st3z3nbach'],stEzEnbach,yes
botrychium,b0trych1_m,['b0trych1_m'],bOtrychIAm,no
onlined,0nl1n3d,['0nl1n3d'],OnlInEd,yes
pcmark,pcm@rk,['pcm@rk'],pcmArk,yes
authkr,4_thkr,['4_thkr'],AAthkr,no
leiderman,l31d3rm4n,['l31d3rm4n'],lEIdErmAn,yes
concentrators,c0nc3ntr@t0rs,['c0nc3ntr@t0rs'],cOncEntrAtOrs,yes
wallart,wallart,[],,
imove,1m0v3,['1m0v3'],ImOvE,yes
vademecum,v4d3m3c_m,['v4d3m3c_m'],vAdEmEcAm,no
produkten,pr0d_kt3n,['pr0d_kt3n'],prOdAktEn,no
nogaro,nog4ro,['nog4ro'],nostro,no
dihe,d1h3,['d1h3'],dah,no
heusch,h3_sch,['h3_sch'],hEAsch,no
eku,3ku,['3ku'],Aku,no
tenuis,t3nu1s,['t3nu1s'],tEnuIs,yes
tootsie,toots1e,['toots1e'],tootsIe,yes
slaughterhouse,sl@ught3rh0us3,['sl@ught3rh0us3'],slAughtErhOusE,yes
boyan,b0y@n,['b0y@n'],bRyAn,no
amateaur,am4t3@_r,['am4t3@_r'],amAtEAAr,no
blu,bl_,['bl_'],blA,no
intakes,1nt@k3s,['1nt@k3s'],IntAkEs,yes
dreesen,dre3s3n,['dre3s3n'],dreEsEn,yes
drinktec,drinkt3c,['drinkt3c'],drinktEc,yes
stokoe,stoko3,['stoko3'],stokes,no
dentaire,denta1re,['denta1re'],denture,no
karrine,karr1n3,['karr1n3'],karrInE,yes
eomer,30m3r,['30m3r'],EOmEr,yes
bethanechol,beth@nech0l,['beth@nech0l'],bethAnechOl,yes
dodgeville,d0dg3v1ll3,['d0dg3v1ll3'],dOdgEvIllE,yes
ssed,ssed,[],,
cairo,c4ir0,['c4ir0'],cAirO,yes
brice,br1c3,['br1c3'],price,no
conjugating,c0nj_g4t1ng,['c0nj_g4t1ng'],cOnjAgAtIng,no
wolverhampton,w0lv3rh4mpt0n,['w0lv3rh4mpt0n'],wOlvErhAmptOn,yes
hobgoblin,h0bg0bl1n,['h0bg0bl1n'],hObgOblIn,yes
nazwa,nazwa,[],,
sedimentation,s3d1m3nt@t10n,['s3d1m3nt@t10n'],sEdImEntAtIOn,yes
openssh,0p3nssh,['0p3nssh'],OpEnssh,yes
watez,w@t3z,['w@t3z'],wAtEz,yes
lahars,l@h@rs,['l@h@rs'],lAhArs,yes
saudek,s4_dek,['s4_dek'],sAAdek,no
grennan,gr3nn4n,['gr3nn4n'],grEnnAn,yes
affiliatevista,affil1@tev1st4,['affil1@tev1st4'],affilIAtevIstA,yes
metachromatic,m3t@chr0m4tic,['m3t@chr0m4tic'],mEtAchrOmAtic,yes
crept,cr3pt,['cr3pt'],crEpt,yes
autoprod,@_t0pr0d,['@_t0pr0d'],AAtOprOd,no
schulwerk,sch_lw3rk,['sch_lw3rk'],schAlwErk,no
collectivists,c0ll3ct1v1sts,['c0ll3ct1v1sts'],cOllEctIvIsts,yes
trillian,tr1ll1an,['tr1ll1an'],trIllIan,yes
couche,c0_ch3,['c0_ch3'],cOAchE,no
blazed,bl@zed,['bl@zed'],blAzed,yes
crossfit,crossfit,[],,
efflux,3ffl_x,['3ffl_x'],EfflAx,no
shirin,sh1r1n,['sh1r1n'],shArOn,no
fes,f3s,['f3s'],fAs,no
nidan,nidan,[],,
holthaus,h0ltha_s,['h0ltha_s'],hOlthaAs,no
alykes,4lykes,['4lykes'],blokes,no
abusive,4b_s1v3,['4b_s1v3'],AbAsIvE,no
brundidge,br_nd1dg3,['br_nd1dg3'],brAndIdgE,no
shoreface,sh0r3f@c3,['sh0r3f@c3'],shOrEfAcE,yes
marinduque,m4r1nd_q_3,['m4r1nd_q_3'],mArIndAqAE,no
eryk,3ryk,['3ryk'],erik,no
interdomain,1nt3rd0m@1n,['1nt3rd0m@1n'],IntErdOmAIn,yes
dilemmas,d1l3mm4s,['d1l3mm4s'],dIlEmmAs,yes
bankya,b@nky4,['b@nky4'],binky,no
adenylate,ad3nylat3,['ad3nylat3'],adEnylatE,yes
italiery,1tal13ry,['1tal13ry'],ItalIEry,yes
almanza,alm4nz4,['alm4nz4'],almAnzA,yes
sugwas,s_gw4s,['s_gw4s'],sAgwAs,no
copyists,c0pyists,['c0pyists'],cOpyists,yes
superusers,superusers,[],,
subkeys,s_bk3ys,['s_bk3ys'],sAbkEys,no
wobble,w0bble,['w0bble'],wObble,yes
sna,sna,[],,
joelib,j03l1b,['j03l1b'],jOElIb,yes
omenn,om3nn,['om3nn'],omen,no
hilti,hilti,[],,
ballinamore,b@llin4m0r3,['b@llin4m0r3'],bAllinAmOrE,yes
sturdivant,st_rdiv@nt,['st_rdiv@nt'],stArdivAnt,no
volunteersearch,v0l_nteerse4rch,['v0l_nteerse4rch'],vOlAnteerseArch,no
phenterminefree,phent3rm1n3fre3,['phent3rm1n3fre3'],phentErmInEfreE,yes
ranum,ranum,[],,
plqns,plqns,[],,
rezonings,r3z0n1ngs,['r3z0n1ngs'],rEzOnIngs,yes
csreen,csr33n,['csr33n'],csrEEn,yes
pandiani,p@ndi@ni,['p@ndi@ni'],pAndiAni,yes
mairesse,m41r3ss3,['m41r3ss3'],mAIrEssE,yes
crafting,cr@ft1ng,['cr@ft1ng'],crAftIng,yes
rotberg,rotb3rg,['rotb3rg'],rotbErg,yes
helpfulwas,h3lpf_lw@s,['h3lpf_lw@s'],hElpfAlwAs,no
zadrozny,z4dr0zny,['z4dr0zny'],zAdrOzny,yes
zipgenius,z1pg3n1_s,['z1pg3n1_s'],zIpgEnIAs,no
ento,3nt0,['3nt0'],into,no
bremenn,bremenn,[],,
wearmouth,we@rm0_th,['we@rm0_th'],weArmOAth,no
siboney,s1b0n3y,['s1b0n3y'],sIbOnEy,yes
loudly,l0_dly,['l0_dly'],lOUdly,yes
tasuki,t4suk1,['t4suk1'],tsuki,no
pleasantville,pl3@s@ntv1ll3,['pl3@s@ntv1ll3'],plEAsAntvIllE,yes
approvingly,4pprov1ngly,['4pprov1ngly'],ApprovIngly,yes
agrobacterium,agr0bact3r1_m,['agr0bact3r1_m'],agrObactErIAm,no
dominalist,d0m1n4l1st,['d0m1n4l1st'],dOmInAlIst,yes
boths,b0ths,['b0ths'],bAths,no
peojects,pe0jects,['pe0jects'],projects,no
outwit,0_tw1t,['0_tw1t'],OAtwIt,no
vasta,v4st4,['v4st4'],vest,no
blick,blick,[],,
virtualize,v1rtual1z3,['v1rtual1z3'],vIrtualIzE,yes
fus,f_s,['f_s'],fAs,no
bergstra,bergstr@,['bergstr@'],bergstrA,yes
urlichs,url1chs,['url1chs'],urlIchs,yes
texhnolyze,t3xhnolyz3,['t3xhnolyz3'],tExhnolyzE,yes
agard,@g4rd,['@g4rd'],gird,no
sissified,s1ss1fi3d,['s1ss1fi3d'],sIssIfiEd,yes
albinoflea,alb1nofl3a,['alb1nofl3a'],albInoflEa,yes
waemu,w43m_,['w43m_'],wAEmA,no
epafes,3p@f3s,['3p@f3s'],EpAfEs,yes
divin,d1v1n,['d1v1n'],divine,no
corsan,c0rs@n,['c0rs@n'],cArsOn,no
gelsemium,g3ls3m1um,['g3ls3m1um'],gElsEmIum,yes
tanon,tan0n,['tan0n'],canon,no
weathercaster,we4th3rc4st3r,['we4th3rc4st3r'],weAthErcAstEr,yes
nickerson,n1ckers0n,['n1ckers0n'],nIckersOn,yes
glutter,glutt3r,['glutt3r'],gutter,no
furth,furth,[],,
slug,sl_g,['sl_g'],slAg,no
frolov,fr0l0v,['fr0l0v'],frOlOv,yes
unworthy,_nw0rthy,['_nw0rthy'],UnwOrthy,yes
pierpaolo,pi3rp4olo,['pi3rp4olo'],piErpAolo,yes
mfy,mfy,[],,
